image_name,category
materials/face/female_53.gif,Living_Things
materials/face/female_34.gif,Living_Things
materials/face/male_26.gif,Living_Things
materials/face/female_86.gif,Living_Things
materials/face/male_83.gif,Living_Things
materials/face/female_1.gif,Living_Things
materials/house/House26.jpg,Nonliving_Things
materials/face/male_33.gif,Living_Things
materials/house/House61.jpg,Nonliving_Things
materials/house/House79.jpg,Nonliving_Things
materials/house/House77.jpg,Nonliving_Things
materials/face/male_27.gif,Living_Things
materials/face/female_88.gif,Living_Things
materials/face/male_70.gif,Living_Things
materials/face/female_8.gif,Living_Things
materials/face/male_32.gif,Living_Things
materials/house/House49.jpg,Nonliving_Things
materials/face/female_5.gif,Living_Things
materials/face/male_61.gif,Living_Things
materials/face/male_57.gif,Living_Things
materials/house/House51.jpg,Nonliving_Things
materials/face/male_81.gif,Living_Things
materials/face/female_73.gif,Living_Things
materials/face/male_66.gif,Living_Things
materials/house/House63.jpg,Nonliving_Things
materials/face/female_31.gif,Living_Things
materials/face/male_72.gif,Living_Things
materials/house/House89.jpg,Nonliving_Things
materials/house/House53.jpg,Nonliving_Things
materials/house/House12.jpg,Nonliving_Things
materials/face/female_17.gif,Living_Things
materials/face/male_54.gif,Living_Things
materials/house/House62.jpg,Nonliving_Things
materials/face/male_18.gif,Living_Things
materials/house/House93.jpg,Nonliving_Things
materials/house/House67.jpg,Nonliving_Things
materials/house/House11.jpg,Nonliving_Things
materials/house/House80.jpg,Nonliving_Things
materials/house/House19.jpg,Nonliving_Things
materials/house/House88.jpg,Nonliving_Things
materials/face/male_58.gif,Living_Things
materials/house/House22.jpg,Nonliving_Things
materials/house/House44.jpg,Nonliving_Things
materials/house/House35.jpg,Nonliving_Things
materials/house/House27.jpg,Nonliving_Things
materials/house/House33.jpg,Nonliving_Things
materials/face/male_35.gif,Living_Things
materials/face/female_68.gif,Living_Things
materials/face/male_8.gif,Living_Things
materials/house/House86.jpg,Nonliving_Things
materials/face/male_95.gif,Living_Things
materials/face/female_60.gif,Living_Things
materials/house/House92.jpg,Nonliving_Things
materials/face/female_50.gif,Living_Things
materials/face/female_85.gif,Living_Things
materials/face/female_24.gif,Living_Things
materials/house/House68.jpg,Nonliving_Things
materials/face/male_69.gif,Living_Things
materials/house/House4.jpg,Nonliving_Things
materials/face/male_62.gif,Living_Things
materials/face/female_29.gif,Living_Things
materials/house/House18.jpg,Nonliving_Things
materials/house/House90.jpg,Nonliving_Things
materials/face/male_88.gif,Living_Things
materials/house/House10.jpg,Nonliving_Things
materials/house/House43.jpg,Nonliving_Things
materials/face/male_28.gif,Living_Things
materials/house/House17.jpg,Nonliving_Things
materials/house/House21.jpg,Nonliving_Things
materials/face/female_100.gif,Living_Things
materials/house/House99.jpg,Nonliving_Things
materials/face/female_65.gif,Living_Things
materials/house/3257825_House58.jpg,Nonliving_Things
materials/house/House29.jpg,Nonliving_Things
materials/house/House70.jpg,Nonliving_Things
materials/house/House66.jpg,Nonliving_Things
materials/house/House31.jpg,Nonliving_Things
materials/face/female_56.gif,Living_Things
